Created,Occurrence,PoStcode,Sr_Num,Enq_Type
31-Jan-13,Noise Nuisance,LS8 1,2-573796787,LASBT ALMO
31-Jan-13,Noise Nuisance,LS11 8,2-573797773,LASBT Private
31-Jan-13,Noise Nuisance,LS17 7,2-573854617,LASBT ALMO
31-Jan-13,Noise Nuisance,LS12 2,2-573840277,LASBT ALMO
31-Jan-13,Noise Nuisance,LS18 4,2-573892986,LASBT ALMO
31-Jan-13,Noise Nuisance,LS13 2,2-573865472,Tenancy Breach
01-Feb-13,Noise Nuisance,LS10 4,2-574028928,LASBT Private
01-Feb-13,Noise Nuisance,LS17 5,2-573940350,LASBT ALMO
01-Feb-13,Noise Nuisance,LS11 9,2-574085789,LASBT ALMO
01-Feb-13,Noise Nuisance,LS5 3,2-574085898,LASBT ALMO
01-Feb-13,Noise Nuisance,LS14 5,2-574098019,Tenancy Breach
01-Feb-13,Noise Nuisance,LS9 6,2-574120216,LASBT Private
01-Feb-13,Noise Nuisance,LS17 5,2-574121533,LASBT Private
01-Feb-13,Noise Nuisance,LS1 4,2-574152203,LASBT ALMO
01-Feb-13,Noise Nuisance,LS17 6,2-574114671,LASBT ALMO
01-Feb-13,Noise Nuisance,LS16 5,2-574151659,LASBT Private
01-Feb-13,Noise Nuisance,LS19 7,2-574194248,LASBT ALMO
01-Feb-13,Noise Nuisance,LS5 3,2-574208132,LASBT Private
01-Feb-13,Noise Nuisance,LS12 2,2-574289027,LASBT Private
01-Feb-13,Noise Nuisance,LS11 5,2-574262384,LASBT Private
01-Feb-13,Noise Nuisance,LS11 8,2-574300964,LASBT ALMO
01-Feb-13,Noise Nuisance,LS9 6,2-574345999,LASBT Private
01-Feb-13,Noise Nuisance,LS11 5,2-574365859,Tenancy Breach
01-Feb-13,Noise Nuisance,LS11 5,2-574365948,Tenancy Breach
04-Feb-13,Noise Nuisance,LS28 9,2-574465606,LASBT Private
04-Feb-13,Noise Nuisance,LS8 4,2-574488288,LASBT Private
04-Feb-13,Noise Nuisance,LS16 6,2-574442329,Tenancy Breach
04-Feb-13,Noise Nuisance,LS9 6,2-574515282,LASBT Private
04-Feb-13,Noise Nuisance,LS14 2,2-574537230,Tenancy Breach
04-Feb-13,Noise Nuisance,LS9 0,2-574532106,LASBT Private
04-Feb-13,Noise Nuisance,LS15 7,2-574576192,LASBT ALMO
04-Feb-13,Noise Nuisance,LS11 5,2-574568687,LASBT Private
04-Feb-13,Noise Nuisance,LS27 0,2-574596609,LASBT Private
04-Feb-13,Noise Nuisance,LS7 1,2-574587658,LASBT ALMO
04-Feb-13,Noise Nuisance,LS7 4,2-574616311,Tenancy Breach
04-Feb-13,Noise Nuisance,LS11 0,2-574645636,LASBT Private
04-Feb-13,Noise Nuisance,LS19 7,2-574705557,LASBT ALMO
04-Feb-13,Noise Nuisance,LS1 4,2-574725579,LASBT Private
04-Feb-13,Noise Nuisance,LS28 5,2-574772653,Tenancy Breach
04-Feb-13,Noise Nuisance,LS16 6,2-574891311,LASBT ALMO
05-Feb-13,Noise Nuisance,LS6 3,2-574965577,LASBT Private
05-Feb-13,Noise Nuisance,LS26 0,2-575011814,LASBT ALMO
05-Feb-13,Noise Nuisance,LS13 3,2-575082021,Tenancy Breach
05-Feb-13,Noise Nuisance,LS17 6,2-575072220,Tenancy Breach
05-Feb-13,Noise Nuisance,LS19 7,2-575146287,LASBT ALMO
05-Feb-13,Noise Nuisance,LS11 6,2-575132542,LASBT ALMO
05-Feb-13,Noise Nuisance,LS14 5,2-575067528,Tenancy Breach
05-Feb-13,Noise Nuisance,LS14 5,2-575193844,LASBT ALMO
05-Feb-13,Noise Nuisance,LS6 4,2-575212631,LASBT Private
05-Feb-13,Noise Nuisance,LS16 7,2-575235141,LASBT ALMO
05-Feb-13,Noise Nuisance,LS13 4,2-575266211,LASBT ALMO
05-Feb-13,Noise Nuisance,LS16 7,2-575302982,Tenancy Breach
05-Feb-13,Noise Nuisance,LS6 1,2-575303058,LASBT Private
05-Feb-13,Noise Nuisance,LS27 9,2-575288580,LASBT Private
06-Feb-13,Noise Nuisance,LS9 9,2-575359729,LASBT Private
06-Feb-13,Noise Nuisance,LS12 1,2-575375631,LASBT ALMO
06-Feb-13,Noise Nuisance,LS8 1,2-575463338,Tenancy Breach
06-Feb-13,Noise Nuisance,LS9 0,2-575450709,LASBT Private
06-Feb-13,Noise Nuisance,LS11 8,2-575516775,LASBT ALMO
06-Feb-13,Noise Nuisance,LS12 3,2-575577517,Tenancy Breach
06-Feb-13,Noise Nuisance,LS9 7,2-575605454,LASBT Private
06-Feb-13,Noise Nuisance,LS8 1,2-575628750,LASBT ALMO
06-Feb-13,Noise Nuisance,LS10 2,2-575697138,LASBT Private
06-Feb-13,Noise Nuisance,WF12 7,2-575702689,LASBT Private
06-Feb-13,Noise Nuisance,LS6 1,2-575708143,LASBT Private
06-Feb-13,Noise Nuisance,LS26 8,2-575709517,LASBT Private
07-Feb-13,Noise Nuisance,LS11 5,2-575723644,Tenancy Breach
07-Feb-13,Noise Nuisance,LS6 2,2-575814200,LASBT Private
07-Feb-13,Noise Nuisance,LS6 3,2-575843110,LASBT Private
07-Feb-13,Noise Nuisance,LS6 2,2-575882885,LASBT ALMO
07-Feb-13,Noise Nuisance,LS6 2,2-575882921,LASBT ALMO
07-Feb-13,Noise Nuisance,LS2 9,2-575903873,Tenancy Breach
07-Feb-13,Noise Nuisance,LS8 3,2-575816358,LASBT ALMO
07-Feb-13,Noise Nuisance,LS14 2,2-575985721,LASBT Private
07-Feb-13,Noise Nuisance,LS6 1,2-576017073,LASBT Private
07-Feb-13,Noise Nuisance,LS13 1,2-576007428,LASBT ALMO
07-Feb-13,Noise Nuisance,LS8 5,2-576095786,LASBT Private
08-Feb-13,Noise Nuisance,LS11 9,2-576114459,LASBT Private
08-Feb-13,Noise Nuisance,LS16 6,2-576199420,Tenancy Breach
08-Feb-13,Noise Nuisance,LS15 8,2-576261623,LASBT Private
08-Feb-13,Noise Nuisance,LS2 9,2-576313287,LASBT Private
08-Feb-13,Noise Nuisance,LS9 6,2-576345139,LASBT ALMO
08-Feb-13,Noise Nuisance,LS28 9,2-576348775,LASBT Private
08-Feb-13,Noise Nuisance,LS14 5,2-576395604,Tenancy Breach
11-Feb-13,Noise Nuisance,LS19 7,2-576603811,LASBT Private
11-Feb-13,Noise Nuisance,LS13 3,2-576697931,Tenancy Breach
11-Feb-13,Noise Nuisance,LS17 5,2-576693079,LASBT ALMO
11-Feb-13,Noise Nuisance,LS12 2,2-576608358,LASBT Private
11-Feb-13,Noise Nuisance,LS14 1,2-576670520,LASBT ALMO
11-Feb-13,Noise Nuisance,LS12 4,2-576703984,LASBT Private
11-Feb-13,Noise Nuisance,LS10 3,2-576704060,LASBT ALMO
11-Feb-13,Noise Nuisance,LS10 3,2-576704409,LASBT Private
11-Feb-13,Noise Nuisance,LS25 1,2-576711494,LASBT ALMO
11-Feb-13,Noise Nuisance,LS12 5,2-576608898,LASBT ALMO
11-Feb-13,Noise Nuisance,LS17 7,2-576711582,Tenancy Breach
11-Feb-13,Noise Nuisance,LS16 7,2-576705488,LASBT ALMO
11-Feb-13,Noise Nuisance,LS6 1,2-576705716,LASBT Private
11-Feb-13,Noise Nuisance,LS4 2,2-576756951,LASBT Private
11-Feb-13,Noise Nuisance,LS12 4,2-576828775,LASBT Private
11-Feb-13,Noise Nuisance,LS14 1,2-576831663,Tenancy Breach
11-Feb-13,Noise Nuisance,LS27 7,2-576849764,Tenancy Breach
11-Feb-13,Noise Nuisance,LS13 4,2-576862602,LASBT ALMO
11-Feb-13,Noise Nuisance,LS8 5,2-576961238,LASBT Private
11-Feb-13,Noise Nuisance,LS7 2,2-576974911,LASBT ALMO
11-Feb-13,Noise Nuisance,LS11 0,2-576980735,LASBT ALMO
11-Feb-13,Noise Nuisance,LS6 4,2-577001040,LASBT ALMO
12-Feb-13,Noise Nuisance,LS9 8,2-577062078,LASBT Private
12-Feb-13,Noise Nuisance,LS17 6,2-577062663,LASBT Private
12-Feb-13,Noise Nuisance,LS6 3,2-577075927,LASBT ALMO
12-Feb-13,Noise Nuisance,LS23 6,2-577064601,Tenancy Breach
12-Feb-13,Noise Nuisance,LS7 1,2-577062748,LASBT Private
12-Feb-13,Noise Nuisance,LS4 2,2-577096179,LASBT Private
12-Feb-13,Noise Nuisance,LS6 4,2-577108038,LASBT Private
12-Feb-13,Noise Nuisance,LS12 3,2-576975719,LASBT ALMO
12-Feb-13,Noise Nuisance,LS16 7,2-577146384,LASBT ALMO
12-Feb-13,Noise Nuisance,LS7 4,2-577204893,LASBT Private
12-Feb-13,Noise Nuisance,LS20 9,2-577224974,LASBT Private
12-Feb-13,Noise Nuisance,WF10 2,2-577221361,LASBT ALMO
12-Feb-13,Noise Nuisance,LS13 2,2-576975779,LASBT ALMO
12-Feb-13,Noise Nuisance,LS25 3,2-577378237,LASBT ALMO
12-Feb-13,Noise Nuisance,LS4 2,2-577397614,Tenancy Breach
13-Feb-13,Noise Nuisance,LS14 3,2-577479637,LASBT ALMO
13-Feb-13,Noise Nuisance,LS10 3,2-577506433,LASBT Private
13-Feb-13,Noise Nuisance,LS17 8,2-577519809,LASBT ALMO
13-Feb-13,Noise Nuisance,LS14 2,2-577497548,LASBT Private
13-Feb-13,Noise Nuisance,LS14 2,2-577517723,LASBT Private
13-Feb-13,Noise Nuisance,LS12 2,2-577551778,LASBT ALMO
13-Feb-13,Noise Nuisance,LS12 2,2-577595222,LASBT ALMO
13-Feb-13,Noise Nuisance,LS10 4,2-577581961,LASBT Private
13-Feb-13,Noise Nuisance,LS13 4,2-577625547,LASBT Private
13-Feb-13,Noise Nuisance,LS4 2,2-577639124,LASBT Private
13-Feb-13,Noise Nuisance,LS9 7,2-577629037,Tenancy Breach
13-Feb-13,Noise Nuisance,LS8 1,2-577640107,LASBT Private
13-Feb-13,Noise Nuisance,LS12 5,2-577639683,LASBT ALMO
13-Feb-13,Noise Nuisance,LS26 8,2-577630808,Tenancy Breach
13-Feb-13,Noise Nuisance,LS9 6,2-577641088,LASBT ALMO
13-Feb-13,Noise Nuisance,LS17 5,2-577657259,Tenancy Breach
13-Feb-13,Noise Nuisance,LS4 2,2-577707569,LASBT Private
13-Feb-13,Noise Nuisance,LS9 7,2-577764873,Tenancy Breach
13-Feb-13,Noise Nuisance,NULL,2-577746910,LASBT Private
14-Feb-13,Noise Nuisance,LS14 1,2-577860871,LASBT ALMO
14-Feb-13,Noise Nuisance,LS11 7,2-577889204,LASBT Private
14-Feb-13,Noise Nuisance,LS5 3,2-577904432,LASBT ALMO
14-Feb-13,Noise Nuisance,LS17 8,2-577946817,LASBT ALMO
14-Feb-13,Noise Nuisance,LS12 2,2-577994206,LASBT Private
14-Feb-13,Noise Nuisance,LS13 4,2-577821919,LASBT Private
14-Feb-13,Noise Nuisance,LS6 1,2-578002397,LASBT Private
14-Feb-13,Noise Nuisance,LS17 8,2-577770690,LASBT Private
14-Feb-13,Noise Nuisance,LS6 3,2-578060014,LASBT Private
14-Feb-13,Noise Nuisance,LS20 9,2-577784389,LASBT ALMO
14-Feb-13,Noise Nuisance,LS6 3,2-578060178,LASBT Private
14-Feb-13,Noise Nuisance,LS10 4,2-578060313,LASBT ALMO
14-Feb-13,Noise Nuisance,LS2 9,2-578068150,LASBT Private
14-Feb-13,Noise Nuisance,LS6 1,2-578060667,LASBT Private
14-Feb-13,Noise Nuisance,LS15 7,2-578060791,LASBT Private
14-Feb-13,Noise Nuisance,LS10 1,2-578068554,LASBT Private
14-Feb-13,Noise Nuisance,LS27 0,2-578060925,LASBT Private
14-Feb-13,Noise Nuisance,LS16 6,2-578086110,LASBT Private
14-Feb-13,Noise Nuisance,LS16 6,2-578068760,LASBT ALMO
14-Feb-13,Noise Nuisance,LS17 5,2-578061098,LASBT ALMO
14-Feb-13,Noise Nuisance,LS8 2,2-578097134,LASBT Private
14-Feb-13,Noise Nuisance,LS6 3,2-578086228,LASBT Private
14-Feb-13,Noise Nuisance,LS17 7,2-578086402,LASBT Private
14-Feb-13,Noise Nuisance,LS11 7,2-578149020,LASBT Private
14-Feb-13,Noise Nuisance,LS16 7,2-578151119,LASBT ALMO
14-Feb-13,Noise Nuisance,LS8 5,2-578150282,LASBT ALMO
15-Feb-13,Noise Nuisance,LS27 9,2-578158160,Tenancy Breach
15-Feb-13,Noise Nuisance,LS6 3,2-578188388,LASBT Private
15-Feb-13,Noise Nuisance,LS17 5,2-578183198,LASBT ALMO
15-Feb-13,Noise Nuisance,LS9 6,2-578188552,LASBT Private
15-Feb-13,Noise Nuisance,LS26 0,2-578140968,LASBT Private
15-Feb-13,Noise Nuisance,LS6 1,2-578188771,LASBT Private
15-Feb-13,Noise Nuisance,LS27 9,2-578191703,LASBT Private
15-Feb-13,Noise Nuisance,LS8 2,2-578202105,LASBT Private
15-Feb-13,Noise Nuisance,LS8 5,2-578202229,LASBT Private
15-Feb-13,Noise Nuisance,LS27 7,2-578147948,Tenancy Breach
15-Feb-13,Noise Nuisance,LS6 1,2-578202953,LASBT Private
15-Feb-13,Noise Nuisance,LS14 2,2-578191927,LASBT Private
15-Feb-13,Noise Nuisance,LS6 2,2-578214397,LASBT ALMO
15-Feb-13,Noise Nuisance,LS14 6,2-578214522,LASBT ALMO
15-Feb-13,Noise Nuisance,LS27 9,2-578214616,LASBT Private
15-Feb-13,Noise Nuisance,LS6 1,2-578238352,LASBT Private
15-Feb-13,Noise Nuisance,LS18 5,2-578233449,LASBT Private
15-Feb-13,Noise Nuisance,LS9 6,2-578238592,LASBT ALMO
15-Feb-13,Noise Nuisance,LS12 5,2-578234013,LASBT Private
15-Feb-13,Noise Nuisance,LS14 1,2-578246730,LASBT ALMO
15-Feb-13,Noise Nuisance,LS4 2,2-578239086,LASBT Private
15-Feb-13,Noise Nuisance,LS6 1,2-578276440,LASBT ALMO
15-Feb-13,Noise Nuisance,LS12 1,2-578276869,LASBT ALMO
15-Feb-13,Noise Nuisance,LS6 4,2-578259819,LASBT Private
15-Feb-13,Noise Nuisance,LS6 1,2-578301263,LASBT Private
15-Feb-13,Noise Nuisance,LS14 5,2-578299174,LASBT ALMO
15-Feb-13,Noise Nuisance,LS17 8,2-578301517,LASBT ALMO
15-Feb-13,Noise Nuisance,LS20 9,2-578190978,Tenancy Breach
15-Feb-13,Noise Nuisance,LS2 9,2-578315114,LASBT Private
15-Feb-13,Noise Nuisance,LS27 9,2-578301945,LASBT Private
15-Feb-13,Noise Nuisance,LS6 1,2-578323249,LASBT ALMO
15-Feb-13,Noise Nuisance,LS11 8,2-578323393,LASBT ALMO
15-Feb-13,Noise Nuisance,LS12 5,2-578322302,LASBT Private
15-Feb-13,Noise Nuisance,LS6 1,2-578323771,LASBT Private
15-Feb-13,Noise Nuisance,LS11 9,2-578316059,LASBT Private
15-Feb-13,Noise Nuisance,LS11 0,2-578323896,LASBT ALMO
15-Feb-13,Noise Nuisance,LS8 5,2-578324099,LASBT ALMO
15-Feb-13,Noise Nuisance,LS6 1,2-578344797,LASBT Private
15-Feb-13,Noise Nuisance,LS11 6,2-578344972,LASBT Private
15-Feb-13,Noise Nuisance,LS13 1,2-578355226,LASBT ALMO
15-Feb-13,Noise Nuisance,LS6 1,2-578355390,LASBT Private
15-Feb-13,Noise Nuisance,LS8 2,2-578484964,LASBT Private
15-Feb-13,Noise Nuisance,LS4 2,2-578522398,LASBT Private
18-Feb-13,Noise Nuisance,LS27 7,2-578659407,Tenancy Breach
18-Feb-13,Noise Nuisance,LS11 8,2-578655738,LASBT ALMO
18-Feb-13,Noise Nuisance,LS10 3,2-578651078,LASBT ALMO
18-Feb-13,Noise Nuisance,LS10 4,2-578723496,LASBT ALMO
18-Feb-13,Noise Nuisance,LS9 6,2-578731892,LASBT ALMO
18-Feb-13,Noise Nuisance,LS13 2,2-578739989,LASBT ALMO
18-Feb-13,Noise Nuisance,LS28 8,2-578813952,Tenancy Breach
18-Feb-13,Noise Nuisance,LS16 5,2-578925214,LASBT ALMO
18-Feb-13,Noise Nuisance,LS8 3,2-578941791,LASBT Private
18-Feb-13,Noise Nuisance,LS16 6,2-578963330,LASBT ALMO
19-Feb-13,Noise Nuisance,LS16 6,2-578973717,Tenancy Breach
19-Feb-13,Noise Nuisance,LS27 9,2-579002081,Tenancy Breach
19-Feb-13,Noise Nuisance,LS10 4,2-579022738,LASBT Private
19-Feb-13,Noise Nuisance,LS18 5,2-579032271,LASBT ALMO
19-Feb-13,Noise Nuisance,NULL,2-579039954,LASBT Private
19-Feb-13,Noise Nuisance,LS12 3,2-579074671,LASBT Private
19-Feb-13,Noise Nuisance,LS14 1,2-579109398,Tenancy Breach
19-Feb-13,Noise Nuisance,LS27 7,2-579128104,LASBT ALMO
19-Feb-13,Noise Nuisance,LS6 3,2-579156496,LASBT Private
19-Feb-13,Noise Nuisance,LS6 4,2-579160210,LASBT ALMO
19-Feb-13,Noise Nuisance,LS6 2,2-579203251,LASBT Private
19-Feb-13,Noise Nuisance,LS27 7,2-579191753,LASBT Private
19-Feb-13,Noise Nuisance,LS26 0,2-579203984,LASBT ALMO
19-Feb-13,Noise Nuisance,LS13 2,2-579210130,LASBT ALMO
19-Feb-13,Noise Nuisance,LS27 9,2-579234376,LASBT ALMO
19-Feb-13,Noise Nuisance,LS6 1,2-579236658,LASBT Private
19-Feb-13,Noise Nuisance,LS9 7,2-579237124,LASBT ALMO
19-Feb-13,Noise Nuisance,LS28 5,2-579323282,LASBT ALMO
19-Feb-13,Noise Nuisance,LS16 5,2-579335652,LASBT ALMO
19-Feb-13,Noise Nuisance,LS28 5,2-579349279,LASBT Private
20-Feb-13,Noise Nuisance,LS6 1,2-579336849,LASBT Private
20-Feb-13,Noise Nuisance,LS25 2,2-579431408,LASBT Private
20-Feb-13,Noise Nuisance,LS16 6,2-579453525,LASBT ALMO
20-Feb-13,Noise Nuisance,LS6 2,2-579477710,LASBT Private
20-Feb-13,Noise Nuisance,LS21 1,2-579547204,LASBT Private
20-Feb-13,Noise Nuisance,LS13 4,2-579547456,LASBT Private
20-Feb-13,Noise Nuisance,LS12 1,2-579539972,Tenancy Breach
20-Feb-13,Noise Nuisance,LS6 3,2-579547686,LASBT Private
20-Feb-13,Noise Nuisance,LS9 7,2-579553956,LASBT ALMO
20-Feb-13,Noise Nuisance,LS11 0,2-579543802,LASBT Private
20-Feb-13,Noise Nuisance,LS16 7,2-579572686,LASBT Private
20-Feb-13,Noise Nuisance,LS11 7,2-579596191,LASBT Private
20-Feb-13,Noise Nuisance,LS26 8,2-579629916,Tenancy Breach
20-Feb-13,Noise Nuisance,LS15 9,2-579665123,LASBT Private
20-Feb-13,Noise Nuisance,LS4 2,2-579678797,LASBT ALMO
20-Feb-13,Noise Nuisance,LS17 6,2-579729820,LASBT ALMO
20-Feb-13,Noise Nuisance,LS7 4,2-579678931,LASBT Private
21-Feb-13,Noise Nuisance,LS4 2,2-579711151,LASBT ALMO
21-Feb-13,Noise Nuisance,LS6 2,2-579807633,LASBT Private
21-Feb-13,Noise Nuisance,LS16 6,2-579811047,Tenancy Breach
21-Feb-13,Noise Nuisance,LS7 1,2-579857614,LASBT ALMO
21-Feb-13,Noise Nuisance,LS9 6,2-579731478,LASBT Private
21-Feb-13,Noise Nuisance,LS14 1,2-579938942,LASBT Private
21-Feb-13,Noise Nuisance,LS21 1,2-579955205,LASBT Private
21-Feb-13,Noise Nuisance,LS21 1,2-579962331,LASBT Private
21-Feb-13,Noise Nuisance,LS9 7,2-579965733,LASBT ALMO
21-Feb-13,Noise Nuisance,LS9 8,2-579892238,LASBT Private
21-Feb-13,Noise Nuisance,LS27 8,2-579959747,LASBT Private
21-Feb-13,Noise Nuisance,LS7 1,2-579969569,Tenancy Breach
21-Feb-13,Noise Nuisance,LS8 4,2-579984514,LASBT Private
21-Feb-13,Noise Nuisance,LS13 2,2-580003274,Tenancy Breach
21-Feb-13,Noise Nuisance,LS7 1,2-580018540,LASBT Private
21-Feb-13,Noise Nuisance,LS9 6,2-580092642,LASBT Private
21-Feb-13,Noise Nuisance,LS27 7,2-580092845,LASBT Private
21-Feb-13,Noise Nuisance,LS17 8,2-580096151,LASBT Private
22-Feb-13,Noise Nuisance,LS11 9,2-580101099,LASBT Private
22-Feb-13,Noise Nuisance,LS17 9,2-580222406,LASBT Private
22-Feb-13,Noise Nuisance,LS8 3,2-580235302,LASBT Private
22-Feb-13,Noise Nuisance,LS9 6,2-580235502,LASBT ALMO
22-Feb-13,Noise Nuisance,NULL,2-580222689,LASBT Private
22-Feb-13,Noise Nuisance,LS1 4,2-580141679,LASBT ALMO
22-Feb-13,Noise Nuisance,LS8 1,2-580261795,LASBT Private
22-Feb-13,Noise Nuisance,LS27 7,2-580322380,LASBT ALMO
22-Feb-13,Noise Nuisance,LS8 1,2-580331908,LASBT ALMO
22-Feb-13,Noise Nuisance,LS14 1,2-580379978,Tenancy Breach
22-Feb-13,Noise Nuisance,LS7 2,2-580418410,LASBT ALMO
22-Feb-13,Noise Nuisance,LS8 3,2-580415001,LASBT Private
22-Feb-13,Noise Nuisance,LS6 1,2-580501387,LASBT Private
22-Feb-13,Noise Nuisance,LS20 9,2-580484048,Tenancy Breach
22-Feb-13,Noise Nuisance,LS6 1,2-580498911,LASBT Private
25-Feb-13,Noise Nuisance,LS16 5,2-580497182,LASBT Private
25-Feb-13,Noise Nuisance,LS11 8,2-580593213,Tenancy Breach
25-Feb-13,Noise Nuisance,LS14 1,2-580610724,LASBT Private
25-Feb-13,Noise Nuisance,LS12 2,2-580611432,LASBT Private
25-Feb-13,Noise Nuisance,LS2 7,2-580613042,LASBT Private
25-Feb-13,Noise Nuisance,LS10 3,2-580505778,LASBT Private
25-Feb-13,Noise Nuisance,LS6 2,2-580622776,LASBT Private
25-Feb-13,Noise Nuisance,LS7 1,2-580625238,Tenancy Breach
25-Feb-13,Noise Nuisance,LS12 4,2-580620940,Tenancy Breach
25-Feb-13,Noise Nuisance,LS9 0,2-580685383,LASBT ALMO
25-Feb-13,Noise Nuisance,LS16 7,2-580666675,LASBT Private
25-Feb-13,Noise Nuisance,LS7 4,2-580727332,LASBT Private
25-Feb-13,Noise Nuisance,BD11 1,2-580761491,Tenancy Breach
25-Feb-13,Noise Nuisance,LS13 2,2-580765042,LASBT ALMO
25-Feb-13,Noise Nuisance,LS5 3,2-580790897,LASBT Private
25-Feb-13,Noise Nuisance,LS6 3,2-580808649,LASBT ALMO
25-Feb-13,Noise Nuisance,LS14 1,2-580798029,LASBT ALMO
25-Feb-13,Noise Nuisance,LS26 0,2-580894038,LASBT ALMO
25-Feb-13,Noise Nuisance,WF3 3,2-580967881,LASBT Private
26-Feb-13,Noise Nuisance,LS13 3,2-580988928,LASBT Private
26-Feb-13,Noise Nuisance,LS11 8,2-581039396,LASBT Private
26-Feb-13,Noise Nuisance,LS26 0,2-581032073,LASBT Private
26-Feb-13,Noise Nuisance,LS16 5,2-581043256,LASBT ALMO
26-Feb-13,Noise Nuisance,LS28 5,2-581071587,LASBT ALMO
26-Feb-13,Noise Nuisance,LS11 6,2-581032138,LASBT Private
26-Feb-13,Noise Nuisance,LS11 0,2-581119124,LASBT Private
26-Feb-13,Noise Nuisance,LS9 6,2-581264476,LASBT ALMO
26-Feb-13,Noise Nuisance,LS1 4,2-581269801,Tenancy Breach
26-Feb-13,Noise Nuisance,LS9 6,2-581279098,LASBT ALMO
26-Feb-13,Noise Nuisance,LS28 8,2-581312718,LASBT ALMO
26-Feb-13,Noise Nuisance,LS17 7,2-581300935,LASBT ALMO
26-Feb-13,Noise Nuisance,LS16 6,2-581304247,Tenancy Breach
26-Feb-13,Noise Nuisance,LS13 3,2-581312212,Tenancy Breach
26-Feb-13,Noise Nuisance,LS13 2,2-581375346,Tenancy Breach
27-Feb-13,Noise Nuisance,LS9 6,2-581413429,Tenancy Breach
27-Feb-13,Noise Nuisance,LS20 9,2-581417763,LASBT ALMO
27-Feb-13,Noise Nuisance,LS4 2,2-581421539,LASBT ALMO
27-Feb-13,Noise Nuisance,NULL,2-581429233,LASBT Private
27-Feb-13,Noise Nuisance,LS9 6,2-581441022,LASBT ALMO
27-Feb-13,Noise Nuisance,LS15 7,2-581457873,LASBT Private
27-Feb-13,Noise Nuisance,LS7 1,2-581509377,LASBT ALMO
27-Feb-13,Noise Nuisance,LS13 2,2-581504822,LASBT Private
27-Feb-13,Noise Nuisance,LS6 3,2-581576673,LASBT Private
27-Feb-13,Noise Nuisance,LS6 3,2-581605597,LASBT Private
27-Feb-13,Noise Nuisance,LS21 3,2-581604102,LASBT Private
27-Feb-13,Noise Nuisance,LS6 2,2-581601072,LASBT ALMO
27-Feb-13,Noise Nuisance,LS7 2,2-581504538,LASBT Private
27-Feb-13,Noise Nuisance,LS16 7,2-581629130,LASBT ALMO
27-Feb-13,Noise Nuisance,LS20 9,2-581673286,Tenancy Breach
27-Feb-13,Noise Nuisance,LS9 7,2-581706375,LASBT Private
27-Feb-13,Noise Nuisance,LS13 2,2-581768585,LASBT ALMO
28-Feb-13,Noise Nuisance,LS8 3,2-581801712,LASBT Private
28-Feb-13,Noise Nuisance,LS13 2,2-581900712,LASBT ALMO
28-Feb-13,Noise Nuisance,LS10 4,2-581931080,LASBT ALMO
28-Feb-13,Noise Nuisance,LS9 0,2-581967463,LASBT ALMO
28-Feb-13,Noise Nuisance,LS9 6,2-581955910,LASBT Private
28-Feb-13,Noise Nuisance,LS4 2,2-581981476,LASBT Private
28-Feb-13,Noise Nuisance,LS12 2,2-581986876,LASBT ALMO
28-Feb-13,Noise Nuisance,LS21 1,2-582036595,LASBT ALMO
28-Feb-13,Noise Nuisance,LS5 3,2-582030159,LASBT ALMO
28-Feb-13,Noise Nuisance,LS25 7,2-582119612,LASBT Private
28-Feb-13,Noise Nuisance,LS27 8,2-582126904,LASBT ALMO
01-Mar-13,Noise Nuisance,LS7 1,2-582146085,LASBT ALMO
01-Mar-13,Noise Nuisance,LS17 5,2-582179358,LASBT ALMO
01-Mar-13,Noise Nuisance,LS7 3,2-582172530,Tenancy Breach
01-Mar-13,Noise Nuisance,LS27 8,2-582218568,LASBT Private
01-Mar-13,Noise Nuisance,LS7 4,2-582267357,LASBT ALMO
01-Mar-13,Noise Nuisance,LS9 9,2-582142108,LASBT Private
01-Mar-13,Noise Nuisance,LS5 3,2-582297625,LASBT Private
01-Mar-13,Noise Nuisance,LS16 6,2-582394625,LASBT ALMO
01-Mar-13,Noise Nuisance,WF10 2,2-582439493,LASBT ALMO
01-Mar-13,Noise Nuisance,LS11 0,2-582427298,Tenancy Breach
04-Mar-13,Noise Nuisance,LS10 2,2-582457003,Tenancy Breach
04-Mar-13,Noise Nuisance,LS11 5,2-582670473,LASBT Private
04-Mar-13,Noise Nuisance,LS8 1,2-582722617,LASBT ALMO
04-Mar-13,Noise Nuisance,LS13 2,2-582736969,Tenancy Breach
04-Mar-13,Noise Nuisance,LS4 2,2-582838953,LASBT Private
04-Mar-13,Noise Nuisance,LS7 1,2-582855155,Tenancy Breach
04-Mar-13,Noise Nuisance,LS13 2,2-582892695,LASBT ALMO
04-Mar-13,Noise Nuisance,LS3 1,2-582915203,LASBT Private
04-Mar-13,Noise Nuisance,LS12 1,2-582899350,Tenancy Breach
04-Mar-13,Noise Nuisance,LS12 5,2-582972697,Tenancy Breach
05-Mar-13,Noise Nuisance,LS5 3,2-582974108,LASBT Private
05-Mar-13,Noise Nuisance,LS6 3,2-583027524,LASBT Private
05-Mar-13,Noise Nuisance,LS12 2,2-583027850,LASBT Private
05-Mar-13,Noise Nuisance,LS27 7,2-583032774,LASBT ALMO
05-Mar-13,Noise Nuisance,LS27 7,2-583053838,LASBT Private
05-Mar-13,Noise Nuisance,LS13 2,2-583050958,Tenancy Breach
